Date,Net_Income,Depreciation,Change_in_Working_Capital,Capital_Expenditures,Investments,Operating_Cash_Flow,Free_Cash_Flow
2028-04-26,-425459,9540,1415,9294,-20593,-414504,-423798
2028-04-27,-175103,9308,-11240,39129,49758,-177035,-216164
2028-04-28,-264685,5376,-16518,30680,17949,-275827,-306507
2028-04-29,52164,11957,-8534,32120,22543,55587,23467
2028-04-30,87177,3037,1726,38482,24741,91940,53458
2028-05-01,-310468,14683,-6143,12930,1904,-301928,-314858
2028-05-02,369143,3716,6184,8177,40557,379043,370866
2028-05-03,-247910,9291,-15278,10599,37577,-253897,-264496
2028-05-04,227959,8456,-11985,21496,-27076,224430,202934
2028-05-05,41843,8932,-8316,18741,18465,42459,23718
2028-05-06,-144698,11275,-2013,5266,-13009,-135436,-140702
2028-05-07,293843,13921,7010,12547,12898,314774,302227
2028-05-08,397594,13472,-6716,18262,-12089,404350,386088
2028-05-09,-116785,4048,1439,16093,-15318,-111298,-127391
2028-05-10,257499,3539,-3991,17987,62,257047,239060
2028-05-11,-354642,10813,-2908,12373,5234,-346737,-359110
2028-05-12,214561,6343,-4147,13515,-12575,216757,203242
2028-05-13,-383012,3884,7510,28154,-8058,-371618,-399772
2028-05-14,23324,12384,17606,38402,11153,53314,14912
2028-05-15,448085,6973,-15761,8676,-1585,439297,430621
2028-05-16,12177,11429,15618,12042,20773,39224,27182
2028-05-17,141448,5323,6883,34368,49288,153654,119286
2028-05-18,93567,11044,4823,25431,10180,109434,84003
2028-05-19,-140958,13721,16126,14094,-20236,-111111,-125205
2028-05-20,-52242,2397,6241,7924,-7343,-43604,-51528
2028-05-21,427080,3837,4477,34070,12072,435394,401324
2028-05-22,-106516,13659,-15048,32548,30255,-107905,-140453
2028-05-23,-59858,2886,10239,16453,-23143,-46733,-63186
2028-05-24,257846,7178,-15522,34495,49166,249502,215007
2028-05-25,-181398,3389,13222,18874,7446,-164787,-183661
2028-05-26,552718,6430,-12312,18567,-45042,546836,528269
2028-05-27,528598,5342,-10728,15494,-21411,523212,507718
2028-05-28,291393,11492,15429,34575,27317,318314,283739
2028-05-29,374364,3968,-12324,27074,1595,366008,338934
2028-05-30,112449,8434,5524,8359,-48316,126407,118048
2028-05-31,-140115,13411,13036,12120,-9528,-113668,-125788
2028-06-01,17318,9548,16643,34437,12189,43509,9072
2028-06-02,-72982,14125,-13014,39000,31830,-71871,-110871
2028-06-03,260686,14772,10597,26635,-26124,286055,259420
2028-06-04,-352710,10613,5861,24760,-8747,-336236,-360996
2028-06-05,-276764,14580,17683,26175,-6371,-244501,-270676
2028-06-06,365962,4321,-14187,9459,-26962,356096,346637
2028-06-07,-194254,14880,13921,18388,-976,-165453,-183841
2028-06-08,355094,12188,-5996,22712,35380,361286,338574
2028-06-09,42957,8406,6715,24628,-27209,58078,33450
2028-06-10,-116203,11557,-11470,10769,14775,-116116,-126885
2028-06-11,-64944,7679,13239,31829,-20629,-44026,-75855
2028-06-12,336524,9718,4849,19271,-47597,351091,331820
2028-06-13,390114,7458,-2879,8461,7303,394693,386232
2028-06-14,-152834,2507,5671,25246,-20920,-144656,-169902
2028-06-15,-137918,8384,-14311,8504,-38744,-143845,-152349
2028-06-16,143678,9551,-9267,31043,24267,143962,112919
2028-06-17,203046,4104,-18789,29793,4122,188361,158568
2028-06-18,-327464,7564,-11085,17406,35830,-330985,-348391
2028-06-19,-340155,13581,-19811,28838,-14993,-346385,-375223
2028-06-20,-119641,12907,7152,13620,1926,-99582,-113202
2028-06-21,-101883,3600,-4044,37944,-194,-102327,-140271
2028-06-22,-279007,5088,4750,27783,7960,-269169,-296952
2028-06-23,162716,10818,-19601,7479,-3327,153933,146454
2028-06-24,324182,6305,3906,20404,3405,334393,313989
2028-06-25,346203,7464,-19868,19341,20461,333799,314458
2028-06-26,459709,11893,17108,34546,-3258,488710,454164
2028-06-27,316774,3411,17949,39068,-18814,338134,299066
2028-06-28,204200,6377,6858,12285,-9841,217435,205150
2028-06-29,81507,11594,-16617,22150,41390,76484,54334
2028-06-30,197304,11649,5231,24169,8321,214184,190015
2028-07-01,-83629,5659,-16902,32164,20721,-94872,-127036
2028-07-02,468997,9765,17168,35259,-39391,495930,460671
2028-07-03,191071,2537,-11738,30348,37539,181870,151522
2028-07-04,102702,11206,1367,24171,-5686,115275,91104
2028-07-05,248872,11054,16014,10700,2790,275940,265240
2028-07-06,318946,4704,-16116,23032,-25688,307534,284502
2028-07-07,-167612,5322,-13035,21716,23658,-175325,-197041
2028-07-08,-176088,3766,19941,38191,43842,-152381,-190572
2028-07-09,-193547,8276,1609,26570,20938,-183662,-210232
2028-07-10,408365,10132,-4733,10649,-20076,413764,403115
2028-07-11,-174083,8626,-14330,27251,8726,-179787,-207038
2028-07-12,258074,14374,19823,36539,44441,292271,255732
2028-07-13,-142867,4736,-11334,20581,36423,-149465,-170046
2028-07-14,295300,13748,-3766,27660,-30653,305282,277622
2028-07-15,225115,14791,-19184,23549,-7728,220722,197173
2028-07-16,230095,2604,-6806,37686,28799,225893,188207
2028-07-17,384512,13622,16095,18117,13365,414229,396112
2028-07-18,-258074,4307,16342,38684,38740,-237425,-276109
2028-07-19,119440,7847,18935,7984,15034,146222,138238
2028-07-20,155747,7750,-1373,7200,3159,162124,154924
2028-07-21,95829,2134,10059,32332,40427,108022,75690
2028-07-22,188587,2601,1212,30916,45316,192400,161484
2028-07-23,188758,5370,1511,36454,49483,195639,159185
2028-07-24,261926,13331,-10409,34472,6780,264848,230376
2028-07-25,-102396,2250,18890,30145,48085,-81256,-111401
2028-07-26,52343,2686,6025,21509,24742,61054,39545
2028-07-27,-41856,8441,-1622,6357,-14271,-35037,-41394
2028-07-28,-338569,14299,3491,13825,265,-320779,-334604
2028-07-29,178451,9032,-18269,12658,-45953,169214,156556
2028-07-30,196070,13799,-2085,6304,25993,207784,201480
2028-07-31,-334357,8626,8542,22748,4680,-317189,-339937
2028-08-01,470334,3691,-2559,13732,-16793,471466,457734
2028-08-02,-39875,8067,-10434,37952,-30735,-42242,-80194
2028-08-03,-152932,9449,-18322,20601,4836,-161805,-182406
2028-08-04,-130075,8134,-12805,22104,-33579,-134746,-156850
2028-08-05,132973,3909,-1975,8731,17896,134907,126176
2028-08-06,-19961,10043,-8024,5291,-36365,-17942,-23233
2028-08-07,92921,3975,-17386,13807,-29471,79510,65703
2028-08-08,-425460,10013,5707,21557,-11823,-409740,-431297
2028-08-09,-162539,4049,0,23958,-45115,-158490,-182448
2028-08-10,65331,14306,-4565,29670,-17235,75072,45402
2028-08-11,-116033,14664,14160,29495,2743,-87209,-116704
2028-08-12,275548,14938,16332,30558,24583,306818,276260
2028-08-13,132660,2572,-5095,13146,-37761,130137,116991
2028-08-14,100586,12861,554,24252,18374,114001,89749
2028-08-15,90537,12926,10617,23869,29154,114080,90211
2028-08-16,-295947,2244,-267,25552,6019,-293970,-319522
2028-08-17,-527338,11831,-18747,31395,-34591,-534254,-565649
2028-08-18,-104168,4536,5610,12305,-45830,-94022,-106327
2028-08-19,-157195,8200,2017,19630,19957,-146978,-166608
2028-08-20,-145556,5264,-12243,30275,31348,-152535,-182810
2028-08-21,55167,9993,15171,11435,22802,80331,68896
2028-08-22,595561,6669,183,7511,-465,602413,594902
2028-08-23,-43922,10378,13647,26999,10420,-19897,-46896
2028-08-24,-293517,2115,-7418,27152,12877,-298820,-325972
2028-08-25,-441602,2746,3236,5567,-12431,-435620,-441187
2028-08-26,345020,12191,-9453,24543,-21899,347758,323215
2028-08-27,308528,6119,-8163,18767,-2756,306484,287717
2028-08-28,-152988,7987,6945,7005,-47400,-138056,-145061
2028-08-29,-138635,10426,990,29249,14281,-127219,-156468
2028-08-30,-309370,11708,17068,6604,16690,-280594,-287198
2028-08-31,247954,13795,-15406,24738,-40334,246343,221605
2028-09-01,286474,12463,2312,15455,-4485,301249,285794
2028-09-02,202598,4166,7599,11701,-6015,214363,202662
2028-09-03,-78555,8511,5807,20703,-47159,-64237,-84940
2028-09-04,-35007,10939,-19187,30250,-2971,-43255,-73505
2028-09-05,186924,3455,-6281,11748,43712,184098,172350
2028-09-06,-260943,13923,6963,28615,38579,-240057,-268672
2028-09-07,242821,14388,6003,24936,31760,263212,238276
2028-09-08,-186959,6978,14586,11092,-18210,-165395,-176487
2028-09-09,387717,12738,9102,21638,18075,409557,387919
2028-09-10,-483657,2341,12265,6871,34430,-469051,-475922
2028-09-11,308821,13101,7052,13168,-34520,328974,315806
2028-09-12,-18718,11549,-6703,25822,16834,-13872,-39694
2028-09-13,-34140,2597,-6899,7994,-35171,-38442,-46436
2028-09-14,-138777,2322,4700,11505,10733,-131755,-143260
2028-09-15,337603,12683,-2222,16214,-44005,348064,331850
2028-09-16,432904,6883,18916,36671,1815,458703,422032
2028-09-17,-185057,10811,11801,10737,41944,-162445,-173182
2028-09-18,307952,8205,2894,26866,-23089,319051,292185
2028-09-19,-140931,12998,-1935,37543,-41277,-129868,-167411
2028-09-20,133942,11030,8253,11358,-34577,153225,141867
2028-09-21,137180,14349,9384,29266,14803,160913,131647
2028-09-22,-422984,14576,19350,17989,-28298,-389058,-407047
2028-09-23,-79743,5391,17811,36804,-30127,-56541,-93345
2028-09-24,192796,4898,-9425,39538,-32849,188269,148731
2028-09-25,160045,8965,11879,24345,3222,180889,156544
2028-09-26,-19931,13906,3342,28851,7688,-2683,-31534
2028-09-27,-366580,10869,-1167,19161,5588,-356878,-376039
2028-09-28,-288238,12899,3599,29897,-5182,-271740,-301637
2028-09-29,227635,12997,-8936,13682,-5950,231696,218014
2028-09-30,-191528,6519,8135,17470,8940,-176874,-194344
2028-10-01,-160048,13801,-18702,18853,34855,-164949,-183802
2028-10-02,14438,7519,7982,13645,-42978,29939,16294
2028-10-03,416150,14240,13719,21486,-30324,444109,422623
2028-10-04,22742,11148,7106,5605,16941,40996,35391
2028-10-05,263035,7482,19104,33415,-36637,289621,256206
2028-10-06,-206712,10337,15578,36858,-43490,-180797,-217655
2028-10-07,336099,6366,-5900,16417,13566,336565,320148
2028-10-08,28550,8955,-12856,33385,12550,24649,-8736
2028-10-09,54166,2987,5379,21755,28799,62532,40777
2028-10-10,628152,2627,14928,15902,36811,645707,629805
2028-10-11,-40679,11995,-14599,33783,7581,-43283,-77066
2028-10-12,-409619,5290,8061,36944,-49642,-396268,-433212
2028-10-13,154757,10235,-14007,10361,1614,150985,140624
2028-10-14,-313282,4603,-14131,26043,-43192,-322810,-348853
2028-10-15,53945,10872,11407,18826,29790,76224,57398
2028-10-16,-41819,5761,-8479,15503,43653,-44537,-60040
2028-10-17,352427,2387,-1440,6594,-39715,353374,346780
2028-10-18,-446625,3381,-1437,32030,145,-444681,-476711
2028-10-19,-433753,10275,6853,10164,-18181,-416625,-426789
2028-10-20,14997,8366,-10661,9616,-21916,12702,3086
2028-10-21,-99948,8413,13034,25090,-16008,-78501,-103591
2028-10-22,-336830,6943,16166,28288,2487,-313721,-342009
2028-10-23,50302,13120,-18573,12757,24798,44849,32092
2028-10-24,207525,7425,17976,28880,9337,232926,204046
2028-10-25,62077,3600,-6241,34247,21624,59436,25189
2028-10-26,98700,13754,4305,26265,-25200,116759,90494
2028-10-27,-46184,7083,12002,12723,32685,-27099,-39822
2028-10-28,-293047,2776,8049,24943,8293,-282222,-307165
2028-10-29,232203,12788,3175,24927,6416,248166,223239
2028-10-30,455508,8956,18662,5858,-3152,483126,477268
2028-10-31,468947,2519,-13874,30227,20694,457592,427365
2028-11-01,-113534,5282,9292,23739,-16104,-98960,-122699
2028-11-02,559545,14427,-8594,39243,45958,565378,526135
2028-11-03,241527,3782,12770,28931,29829,258079,229148
2028-11-04,188093,5161,-18576,24938,-2312,174678,149740
2028-11-05,-53428,12628,16594,18166,-25277,-24206,-42372
2028-11-06,-266344,10922,7277,11699,10848,-248145,-259844
2028-11-07,-46173,4486,12352,35100,-31975,-29335,-64435
2028-11-08,-138582,2466,177,6132,-28453,-135939,-142071
2028-11-09,195231,12647,-16040,16211,-37305,191838,175627
2028-11-10,222526,6201,-16960,23186,-35838,211767,188581
2028-11-11,489081,3191,-17453,31579,7153,474819,443240
2028-11-12,492104,4353,8620,35182,49243,505077,469895
2028-11-13,182355,9583,-1800,8080,16608,190138,182058
2028-11-14,112482,6241,8627,38330,-45071,127350,89020
2028-11-15,-271959,12235,-10724,17228,47727,-270448,-287676
2028-11-16,-167070,14430,14271,19949,7517,-138369,-158318
2028-11-17,594193,8682,5164,6536,6683,608039,601503
2028-11-18,353653,14728,-545,18717,-34679,367836,349119
2028-11-19,-127740,12653,-10194,5156,-43104,-125281,-130437
2028-11-20,-18393,7562,287,37606,42418,-10544,-48150
2028-11-21,360537,5118,-18621,30706,-20446,347034,316328
2028-11-22,47908,11577,-13241,9394,-1438,46244,36850
2028-11-23,121912,14451,-10645,5710,26631,125718,120008
2028-11-24,-91637,5113,-7612,23872,-4394,-94136,-118008
2028-11-25,332806,3221,16764,24105,45295,352791,328686
2028-11-26,-216268,13390,1326,23852,30977,-201552,-225404
2028-11-27,-479251,13828,8077,25310,-32711,-457346,-482656
2028-11-28,198092,9064,-11535,16368,-9794,195621,179253
2028-11-29,-37607,10067,4438,25412,8620,-23102,-48514
2028-11-30,637658,9439,-4679,6565,-41584,642418,635853
2028-12-01,229492,7526,-18364,6346,28607,218654,212308
2028-12-02,455922,4428,-9010,12369,45775,451340,438971
2028-12-03,15724,14996,-14011,26525,19172,16709,-9816
2028-12-04,-218197,6739,-6134,12685,39475,-217592,-230277
2028-12-05,186652,11435,2684,18509,-6938,200771,182262
2028-12-06,282874,2914,10276,26987,47223,296064,269077
2028-12-07,-23669,10058,17042,23532,19438,3431,-20101
2028-12-08,26420,14900,-19200,12100,-20584,22120,10020
2028-12-09,308560,11925,-18592,28666,-31300,301893,273227
2028-12-10,97407,3846,443,15779,4638,101696,85917
2028-12-11,-276461,12534,-17892,23888,35704,-281819,-305707
2028-12-12,67048,8968,-14144,28246,-43324,61872,33626
2028-12-13,367832,7555,-11113,12511,-16464,364274,351763
2028-12-14,-212810,14521,-1494,25117,39001,-199783,-224900
2028-12-15,214186,13456,-1870,37789,-3588,225772,187983
2028-12-16,385961,10649,2661,35366,-9600,399271,363905
2028-12-17,445758,2463,-15653,7757,29558,432568,424811
2028-12-18,404869,3114,15125,6273,514,423108,416835
2028-12-19,254581,6324,-257,8643,-49318,260648,252005
2028-12-20,-44958,11482,2324,5737,-3084,-31152,-36889
2028-12-21,116367,3649,13947,15815,-4468,133963,118148
2028-12-22,240646,10298,9639,27689,21736,260583,232894
2028-12-23,580048,4414,17816,15743,-46083,602278,586535
2028-12-24,-479680,9852,10293,39979,-36722,-459535,-499514
2028-12-25,355528,4178,-3158,37929,-21503,356548,318619
2028-12-26,126806,3807,-14418,23551,25670,116195,92644
2028-12-27,248439,7707,-10060,32667,-2092,246086,213419
2028-12-28,-168600,11420,-7866,13020,-14656,-165046,-178066
2028-12-29,-271619,11036,17174,12261,46442,-243409,-255670
2028-12-30,470166,3806,-7718,36719,-5976,466254,429535
2028-12-31,-289908,12350,-2870,36600,-11073,-280428,-317028
2029-01-01,240931,3926,-16121,21473,44555,228736,207263
2029-01-02,-19719,7027,17811,36258,-35630,5119,-31139
2029-01-03,-307678,14996,-2958,34638,48529,-295640,-330278
2029-01-04,300027,8915,16505,23300,-16738,325447,302147
2029-01-05,-29565,6517,-283,14446,-22271,-23331,-37777
2029-01-06,490895,4306,8857,5838,40764,504058,498220
2029-01-07,-117814,12793,7107,8817,34506,-97914,-106731
2029-01-08,416827,3963,-15238,10978,-26117,405552,394574
2029-01-09,6107,8383,-16630,21666,24832,-2140,-23806
2029-01-10,160453,11678,-3845,39179,-30559,168286,129107
2029-01-11,-190533,6124,-11692,31671,49022,-196101,-227772
2029-01-12,-224234,13830,-746,15445,35561,-211150,-226595
2029-01-13,-49155,5370,-10532,14463,-38097,-54317,-68780
2029-01-14,135084,6585,-4546,33573,8216,137123,103550
2029-01-15,159797,7919,-6215,30696,-26835,161501,130805
2029-01-16,-359703,9209,-17110,29428,-2258,-367604,-397032
2029-01-17,-310867,9254,13016,32557,30494,-288597,-321154
2029-01-18,-175052,3224,-13821,8605,-17346,-185649,-194254
2029-01-19,-64411,7906,-15154,17677,24336,-71659,-89336
2029-01-20,291144,2225,9613,30122,6922,302982,272860
2029-01-21,174758,4868,6883,38759,-17922,186509,147750
2029-01-22,-16533,3060,-13938,28890,1736,-27411,-56301
2029-01-23,-53983,2477,-12581,35887,15432,-64087,-99974
2029-01-24,493920,2401,1197,24609,-22271,497518,472909
2029-01-25,176368,14289,1308,6662,-41362,191965,185303
2029-01-26,424983,12803,11470,30382,4924,449256,418874
2029-01-27,182921,2384,19859,33966,-29834,205164,171198
2029-01-28,-71087,10838,9862,38917,-40187,-50387,-89304
2029-01-29,-173051,4046,17620,29536,12362,-151385,-180921
2029-01-30,294306,13232,-3591,13037,43932,303947,290910
2029-01-31,298609,6672,-9719,7968,-11576,295562,287594
2029-02-01,-430964,13484,189,27723,-4876,-417291,-445014
2029-02-02,-317938,4523,17289,17059,-49601,-296126,-313185
2029-02-03,249854,13324,17399,16069,-24253,280577,264508
2029-02-04,14801,12286,18632,26286,-13413,45719,19433
2029-02-05,-121960,4162,-18418,26923,-30560,-136216,-163139
2029-02-06,-234921,5659,13426,22029,-36809,-215836,-237865
2029-02-07,319361,4459,8687,24204,-26455,332507,308303
2029-02-08,-162688,2312,3403,10057,20380,-156973,-167030
2029-02-09,-66622,8053,12437,21680,48128,-46132,-67812
2029-02-10,76659,5778,16190,13146,-33787,98627,85481
2029-02-11,-208751,3369,4975,19545,34528,-200407,-219952
2029-02-12,-195611,12272,18213,39189,49976,-165126,-204315
2029-02-13,415117,12633,12903,10663,-29423,440653,429990
2029-02-14,-431124,8905,8556,19954,40661,-413663,-433617
2029-02-15,546241,10906,-5577,10595,-17408,551570,540975
2029-02-16,444432,7437,-12711,36115,13979,439158,403043
2029-02-17,-43129,10791,-3514,17250,-45509,-35852,-53102
2029-02-18,53623,3279,-13290,22487,-9052,43612,21125
2029-02-19,201530,6361,18619,26973,48598,226510,199537
2029-02-20,-299610,3200,-845,6591,35948,-297255,-303846
2029-02-21,83426,4844,759,5985,44993,89029,83044
2029-02-22,-67787,13826,14696,11337,-47723,-39265,-50602
2029-02-23,174688,9706,-3472,14483,-37727,180922,166439
2029-02-24,288579,2227,-8690,39190,39352,282116,242926
2029-02-25,-153484,5009,-847,21452,46740,-149322,-170774
2029-02-26,-22474,11595,9204,14044,1261,-1675,-15719
2029-02-27,-402646,14146,-15735,7394,31982,-404235,-411629
2029-02-28,223718,11894,-18492,29616,-38572,217120,187504
2029-03-01,-369975,3328,17645,39952,-41326,-349002,-388954
2029-03-02,378789,2533,-7435,35658,-6726,373887,338229
2029-03-03,246009,2316,-5344,6788,-13504,242981,236193
2029-03-04,503689,9317,-3077,11568,35348,509929,498361
2029-03-05,354293,5732,10729,33133,-2712,370754,337621
2029-03-06,339618,5169,1468,8159,-41509,346255,338096
2029-03-07,41775,10820,8422,35417,-19979,61017,25600
2029-03-08,-543467,14354,7072,16153,-14983,-522041,-538194
2029-03-09,20929,6450,14309,7199,23641,41688,34489
2029-03-10,569387,10154,8707,17486,46331,588248,570762
2029-03-11,-68744,12811,-948,17365,21914,-56881,-74246
2029-03-12,135933,2894,4442,31451,-35876,143269,111818
2029-03-13,-51952,14406,7073,25107,39446,-30473,-55580
2029-03-14,148083,11413,-3390,28083,154,156106,128023
2029-03-15,-165146,13824,11042,17443,6943,-140280,-157723
2029-03-16,-330860,9027,-1992,7623,26237,-323825,-331448
2029-03-17,243034,3342,-16921,21420,-2923,229455,208035
2029-03-18,-288615,4969,-6307,38336,41977,-289953,-328289
2029-03-19,-328648,6612,18707,13878,-28053,-303329,-317207
2029-03-20,-393889,7678,-3154,5065,42331,-389365,-394430
2029-03-21,-84167,3712,-8867,18749,43777,-89322,-108071
2029-03-22,298247,10607,-15731,16982,-37013,293123,276141
2029-03-23,291947,6689,16506,24480,22230,315142,290662
2029-03-24,556727,14316,11132,17738,-11073,582175,564437
2029-03-25,-297173,11924,-7157,22446,-6902,-292406,-314852
2029-03-26,320408,4337,-92,10723,22329,324653,313930
2029-03-27,-174677,2486,15351,8828,33142,-156840,-165668
2029-03-28,155300,9311,-15088,14683,-10431,149523,134840
2029-03-29,156116,13262,-2004,38095,11456,167374,129279
2029-03-30,-45542,7504,11047,34380,-39964,-26991,-61371
2029-03-31,-56788,6252,19031,32901,-15064,-31505,-64406
2029-04-01,-363393,4692,7476,17447,-12383,-351225,-368672
2029-04-02,123883,12900,-13167,13162,-18259,123616,110454
2029-04-03,249176,7535,19335,37991,47371,276046,238055
2029-04-04,-36465,8648,-13715,27961,35818,-41532,-69493
2029-04-05,50333,6315,-6434,16287,-45985,50214,33927
2029-04-06,-372067,5237,3546,24636,40067,-363284,-387920
2029-04-07,-98250,8689,-18892,31923,12003,-108453,-140376
2029-04-08,305342,8071,6915,28998,26387,320328,291330
2029-04-09,434870,9871,-3176,9998,19506,441565,431567
2029-04-10,-115378,9782,-16857,8504,42397,-122453,-130957
2029-04-11,18929,3297,158,24792,40383,22384,-2408
2029-04-12,-178952,9981,6247,16213,-37314,-162724,-178937
2029-04-13,-361163,7340,1239,24800,2406,-352584,-377384
2029-04-14,339682,9392,16716,21753,-39155,365790,344037
2029-04-15,311104,7915,14065,22059,-11444,333084,311025
2029-04-16,270916,14399,10698,8704,17465,296013,287309
2029-04-17,-210229,13376,-18470,35525,23015,-215323,-250848
2029-04-18,408636,14864,73,29670,23474,423573,393903
2029-04-19,210610,3119,5144,16776,26092,218873,202097
2029-04-20,305132,5701,-2586,21643,-10899,308247,286604
2029-04-21,495748,2701,-14819,22148,-39483,483630,461482
2029-04-22,206361,12833,-11330,26887,10199,207864,180977
2029-04-23,307188,6192,-4150,22383,29310,309230,286847
2029-04-24,-99785,12130,-6081,6301,22180,-93736,-100037
2029-04-25,-433203,11193,4115,32124,-715,-417895,-450019
2029-04-26,-225057,7979,-4291,39401,-27740,-221369,-260770
2029-04-27,359346,12788,17783,8501,13549,389917,381416
2029-04-28,-306806,7044,-6975,21885,-43934,-306737,-328622
2029-04-29,-321737,13143,-18629,23831,44301,-327223,-351054
2029-04-30,-319650,6916,17343,12297,-37625,-295391,-307688
2029-05-01,173136,2203,-5702,13255,18868,169637,156382
2029-05-02,677381,10380,10772,28292,-35897,698533,670241
2029-05-03,-212021,2819,-19757,16476,34951,-228959,-245435
2029-05-04,105055,14004,-18959,20022,22551,100100,80078
2029-05-05,97350,11110,5688,11651,-28670,114148,102497
2029-05-06,467058,5747,11301,39723,-4251,484106,444383
2029-05-07,24139,7275,-4674,24195,8739,26740,2545
2029-05-08,418039,9959,10228,38717,-3711,438226,399509
2029-05-09,377279,11336,18195,18693,43124,406810,388117
2029-05-10,190833,7272,-13116,17370,34937,184989,167619
2029-05-11,95335,12300,-15171,34799,-39287,92464,57665
2029-05-12,79725,6388,-13794,18835,-20489,72319,53484
2029-05-13,142777,4063,9627,14051,37542,156467,142416
2029-05-14,101545,13268,-19030,28576,37112,95783,67207
2029-05-15,-298083,7508,-11421,7109,-25029,-301996,-309105
2029-05-16,-46957,7628,17753,9687,46314,-21576,-31263
2029-05-17,53342,2989,-13710,23666,45557,42621,18955
2029-05-18,-206775,13139,1721,6665,-19437,-191915,-198580
2029-05-19,-142112,2780,-19650,33104,1806,-158982,-192086
2029-05-20,140246,5723,9780,9044,-22816,155749,146705
2029-05-21,-86053,9013,-15427,10385,-15511,-92467,-102852
2029-05-22,9407,4335,3200,33902,-19594,16942,-16960
2029-05-23,-137692,5032,18725,38361,-16514,-113935,-152296
2029-05-24,468376,5210,-6086,8493,-13651,467500,459007
2029-05-25,145029,3727,2411,7265,-40371,151167,143902
2029-05-26,150179,14028,17991,21438,33989,182198,160760
2029-05-27,-271086,12866,8039,30612,12541,-250181,-280793
2029-05-28,-16155,13449,-7684,16536,-153,-10390,-26926
2029-05-29,327051,14568,5025,24615,-32491,346644,322029
2029-05-30,13157,11373,-12783,24408,-11934,11747,-12661
2029-05-31,57018,12839,17821,30480,23859,87678,57198
2029-06-01,-97136,3238,-3392,17778,-814,-97290,-115068
2029-06-02,-285314,3488,11099,24346,25473,-270727,-295073
2029-06-03,17098,6137,10619,32196,32406,33854,1658
2029-06-04,-320807,6009,-4591,7343,20155,-319389,-326732
2029-06-05,230096,2567,11789,13278,33221,244452,231174
2029-06-06,414554,11834,5746,18194,-6826,432134,413940
2029-06-07,-144378,7275,647,31899,33207,-136456,-168355
2029-06-08,118927,13944,-5440,37440,16398,127431,89991
2029-06-09,-184280,10737,6549,26073,27273,-166994,-193067
2029-06-10,32686,7552,-1477,11436,29951,38761,27325
2029-06-11,63365,2105,19654,20876,-37298,85124,64248
2029-06-12,-244424,5838,-7364,31596,27767,-245950,-277546
2029-06-13,-163163,11147,-2429,10482,43610,-154445,-164927
2029-06-14,-21688,6053,4166,34577,21277,-11469,-46046
2029-06-15,25030,12831,15611,22976,-46484,53472,30496
2029-06-16,17655,12509,7495,15250,-8080,37659,22409
2029-06-17,611363,11155,4912,10103,-8834,627430,617327
2029-06-18,-130340,3172,11833,11451,-46788,-115335,-126786
2029-06-19,93136,6780,-19534,32158,-21916,80382,48224
2029-06-20,263413,2755,-9839,8609,3915,256329,247720
2029-06-21,323624,6531,-6144,28440,9128,324011,295571
2029-06-22,100914,12099,-457,18006,-226,112556,94550
2029-06-23,-48226,13549,-5553,6244,-47233,-40230,-46474
2029-06-24,-118455,3130,3217,29878,-29375,-112108,-141986
2029-06-25,162771,6965,14021,7877,-4990,183757,175880
2029-06-26,-135209,9327,-8770,29030,-37696,-134652,-163682
2029-06-27,138323,14691,12166,6678,-1725,165180,158502
2029-06-28,177727,11992,8577,15262,24375,198296,183034
2029-06-29,-43082,6480,2425,16199,-43611,-34177,-50376
2029-06-30,157843,10087,-16635,11089,-16239,151295,140206
2029-07-01,219944,5152,-2466,11093,8809,222630,211537
2029-07-02,627508,2237,2647,5992,-43399,632392,626400
2029-07-03,-184047,9341,11134,32113,-13049,-163572,-195685
2029-07-04,-187215,3720,-4708,7524,36117,-188203,-195727
2029-07-05,129343,12033,-72,12895,-15282,141304,128409
2029-07-06,136263,12230,-16444,10886,9020,132049,121163
2029-07-07,204058,9214,16856,27270,21487,230128,202858
2029-07-08,81894,2187,-11094,27626,-43410,72987,45361
2029-07-09,250534,8440,11795,33784,-10555,270769,236985
2029-07-10,226712,2946,-3109,11704,5853,226549,214845
2029-07-11,217254,3004,-7961,16139,-36389,212297,196158
2029-07-12,-152075,10100,8424,21110,-40383,-133551,-154661
2029-07-13,-201387,10343,10035,12752,-15733,-181009,-193761
2029-07-14,-327980,9374,13268,25575,-26411,-305338,-330913
2029-07-15,-213429,6672,18668,19193,47445,-188089,-207282
2029-07-16,277189,13998,4222,28707,-7512,295409,266702
2029-07-17,168134,13284,13970,16523,-2457,195388,178865
2029-07-18,21922,7423,-6518,38513,-6100,22827,-15686
2029-07-19,184465,13428,5349,20204,39362,203242,183038
2029-07-20,-139582,14017,14036,10395,23004,-111529,-121924
2029-07-21,197521,12873,-17705,10624,17238,192689,182065
2029-07-22,111614,12273,6870,28752,11435,130757,102005
2029-07-23,-317126,14315,-122,15356,18810,-302933,-318289
2029-07-24,-155688,8179,-7330,26459,46176,-154839,-181298
2029-07-25,162154,12912,5469,38959,11769,180535,141576
2029-07-26,-146229,9691,13110,30144,6151,-123428,-153572
2029-07-27,538955,2919,10549,26031,-39048,552423,526392
2029-07-28,-99451,5963,-19282,30493,2682,-112770,-143263
2029-07-29,396043,11516,-3582,23782,32684,403977,380195
2029-07-30,-250789,11769,-17453,26978,49693,-256473,-283451
